"Tree","Geno","Year","Row","Col","Xgal","Csub","Lsp","Chol","Xmon","Pmel","Pads","Pund","Rsp"
"N1.11","T6",2010,1,1,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,1,3,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,1,5,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,1,7,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,1,9,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,2,2,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,2,4,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,2,6,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,2,8,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,2,10,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,3,1,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,3,3,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,3,5,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,3,7,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,3,9,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,4,2,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,4,4,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,4,6,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,4,8,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,4,10,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,5,1,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,5,3,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,5,5,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,5,7,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,5,9,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,6,2,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,6,4,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,6,6,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,6,8,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,6,10,1,1,0,0,0,0,0,0,0
"N1.11","T6",2010,7,1,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,7,3,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,7,5,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,7,7,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,7,9,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,8,2,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,8,4,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,8,6,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,8,8,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,8,10,1,1,0,0,0,0,0,0,0
"N1.11","T6",2010,9,1,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,9,3,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,9,5,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,9,7,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,9,9,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,10,2,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,10,4,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,10,6,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,10,8,1,0,0,0,0,0,0,0,0
"N1.11","T6",2010,10,10,1,0,0,0,0,0,0,1,0
"N1.40","RL6",2010,1,1,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,1,3,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,1,5,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,1,7,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,1,9,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,2,2,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,2,4,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,2,6,1,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,2,8,1,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,2,10,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,3,1,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,3,3,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,3,5,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,3,7,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,3,9,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,4,2,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,4,4,1,0,0,0,0,1,0,0,0
"N1.40","RL6",2010,4,6,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,4,8,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,4,10,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,5,1,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,5,3,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,5,5,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,5,7,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,5,9,1,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,6,2,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,6,4,1,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,6,6,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,6,8,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,6,10,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,7,1,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,7,3,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,7,5,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,7,7,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,7,9,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,8,2,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,8,4,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,8,6,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,8,8,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,8,10,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,9,1,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,9,3,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,9,5,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,9,7,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,9,9,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,10,2,1,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,10,4,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,10,6,1,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,10,8,0,0,0,0,0,0,0,0,0
"N1.40","RL6",2010,10,10,0,0,0,0,0,0,0,0,0
"N1.5","T6",2010,1,1,0,0,0,0,0,0,0,0,0
"N1.5","T6",2010,1,3,0,0,0,0,0,0,0,0,0
"N1.5","T6",2010,1,5,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,1,7,0,0,0,0,0,0,0,0,0
"N1.5","T6",2010,1,9,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,2,2,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,2,4,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,2,6,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,2,8,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,2,10,0,0,0,0,0,0,0,0,0
"N1.5","T6",2010,3,1,0,0,0,0,0,0,0,0,0
"N1.5","T6",2010,3,3,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,3,5,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,3,7,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,3,9,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,4,2,0,0,0,0,0,0,0,0,0
"N1.5","T6",2010,4,4,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,4,6,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,4,8,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,4,10,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,5,1,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,5,3,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,5,5,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,5,7,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,5,9,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,6,2,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,6,4,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,6,6,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,6,8,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,6,10,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,7,1,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,7,3,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,7,5,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,7,7,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,7,9,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,8,2,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,8,4,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,8,6,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,8,8,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,8,10,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,9,1,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,9,3,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,9,5,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,9,7,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,9,9,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,10,2,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,10,4,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,10,6,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,10,8,1,0,0,0,0,0,0,0,0
"N1.5","T6",2010,10,10,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,1,1,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,1,3,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,1,5,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,1,7,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,1,9,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,2,2,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,2,4,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,2,6,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,2,8,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,2,10,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,3,1,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,3,3,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,3,5,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,3,7,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,3,9,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,4,2,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,4,4,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,4,6,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,4,8,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,4,10,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,5,1,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,5,3,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,5,5,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,5,7,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,5,9,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,6,2,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,6,4,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,6,6,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,6,8,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,6,10,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,7,1,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,7,3,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,7,5,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,7,7,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,7,9,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,8,2,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,8,4,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,8,6,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,8,8,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,8,10,1,1,0,1,0,0,0,0,0
"N1.7","T6",2010,9,1,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,9,3,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,9,5,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,9,7,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,9,9,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,10,2,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,10,4,0,0,0,0,0,0,0,0,0
"N1.7","T6",2010,10,6,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,10,8,1,0,0,0,0,0,0,0,0
"N1.7","T6",2010,10,10,1,0,0,0,0,0,0,0,0
"N1.8",1017,2010,1,1,1,0,0,0,0,0,0,0,0
"N1.8",1017,2010,1,3,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,1,5,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,1,7,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,1,9,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,2,2,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,2,4,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,2,6,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,2,8,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,2,10,1,0,0,0,0,0,0,0,0
"N1.8",1017,2010,3,1,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,3,3,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,3,5,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,3,7,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,3,9,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,4,2,1,1,0,0,0,0,0,0,0
"N1.8",1017,2010,4,4,1,0,0,0,0,0,0,0,0
"N1.8",1017,2010,4,6,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,4,8,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,4,10,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,5,1,1,1,0,0,0,0,0,0,0
"N1.8",1017,2010,5,3,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,5,5,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,5,7,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,5,9,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,6,2,1,1,0,0,0,0,0,0,0
"N1.8",1017,2010,6,4,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,6,6,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,6,8,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,6,10,1,0,0,0,0,0,0,0,0
"N1.8",1017,2010,7,1,1,0,0,0,0,0,0,0,0
"N1.8",1017,2010,7,3,1,1,0,0,0,0,0,0,0
"N1.8",1017,2010,7,5,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,7,7,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,7,9,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,8,2,1,0,0,0,0,0,0,0,0
"N1.8",1017,2010,8,4,1,1,0,0,0,0,0,0,0
"N1.8",1017,2010,8,6,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,8,8,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,8,10,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,9,1,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,9,3,1,1,0,0,0,0,0,0,0
"N1.8",1017,2010,9,5,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,9,7,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,9,9,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,10,2,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,10,4,1,1,0,0,0,0,0,0,0
"N1.8",1017,2010,10,6,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,10,8,0,0,0,0,0,0,0,0,0
"N1.8",1017,2010,10,10,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,1,1,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,1,3,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,1,5,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,1,7,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,1,9,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,2,2,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,2,4,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,2,6,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,2,8,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,2,10,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,3,1,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,3,3,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,3,5,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,3,7,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,3,9,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,4,2,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,4,4,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,4,6,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,4,8,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,4,10,1,0,0,0,0,1,0,0,0
"N2.15",1017,2010,5,1,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,5,3,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,5,5,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,5,7,1,1,0,0,0,0,0,0,0
"N2.15",1017,2010,5,9,1,1,0,0,0,0,0,0,0
"N2.15",1017,2010,6,2,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,6,4,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,6,6,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,6,8,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,6,10,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,7,1,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,7,3,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,7,5,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,7,7,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,7,9,1,1,0,0,0,0,0,0,0
"N2.15",1017,2010,8,2,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,8,4,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,8,6,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,8,8,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,8,10,1,1,0,0,0,0,0,0,0
"N2.15",1017,2010,9,1,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,9,3,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,9,5,1,1,0,0,0,0,0,0,0
"N2.15",1017,2010,9,7,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,9,9,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,10,2,0,0,0,0,0,0,0,0,0
"N2.15",1017,2010,10,4,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,10,6,1,0,0,0,0,0,0,0,0
"N2.15",1017,2010,10,8,1,1,0,0,1,0,0,0,0
"N2.15",1017,2010,10,10,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,1,1,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,1,3,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,1,5,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,1,7,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,1,9,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,2,2,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,2,4,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,2,6,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,2,8,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,2,10,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,3,1,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,3,3,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,3,5,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,3,7,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,3,9,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,4,2,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,4,4,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,4,6,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,4,8,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,4,10,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,5,1,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,5,3,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,5,5,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,5,7,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,5,9,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,6,2,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,6,4,1,1,0,0,0,0,0,0,0
"N2.28","WC5",2010,6,6,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,6,8,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,6,10,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,7,1,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,7,3,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,7,5,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,7,7,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,7,9,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,8,2,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,8,4,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,8,6,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,8,8,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,8,10,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,9,1,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,9,3,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,9,5,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,9,7,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,9,9,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,10,2,1,1,0,0,0,0,0,0,0
"N2.28","WC5",2010,10,4,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,10,6,1,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,10,8,0,0,0,0,0,0,0,0,0
"N2.28","WC5",2010,10,10,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,1,1,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,1,3,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,1,5,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,1,7,1,1,0,0,0,0,0,0,0
"N2.3",1017,2010,1,9,1,1,0,0,0,0,0,0,0
"N2.3",1017,2010,2,2,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,2,4,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,2,6,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,2,8,1,1,0,0,0,0,0,0,0
"N2.3",1017,2010,2,10,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,3,1,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,3,3,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,3,5,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,3,7,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,3,9,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,4,2,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,4,4,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,4,6,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,4,8,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,4,10,1,1,0,0,0,0,0,0,0
"N2.3",1017,2010,5,1,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,5,3,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,5,5,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,5,7,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,5,9,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,6,2,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,6,4,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,6,6,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,6,8,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,6,10,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,7,1,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,7,3,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,7,5,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,7,7,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,7,9,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,8,2,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,8,4,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,8,6,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,8,8,1,1,0,0,0,0,0,0,0
"N2.3",1017,2010,8,10,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,9,1,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,9,3,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,9,5,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,9,7,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,9,9,1,1,0,0,0,0,0,0,0
"N2.3",1017,2010,10,2,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,10,4,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,10,6,1,0,0,0,0,0,0,0,0
"N2.3",1017,2010,10,8,0,0,0,0,0,0,0,0,0
"N2.3",1017,2010,10,10,1,0,0,0,0,0,0,0,0
"N2.31","WC5",2010,1,1,1,0,0,0,0,0,0,0,0
"N2.31","WC5",2010,1,3,1,0,0,0,0,0,0,0,0
"N2.31","WC5",2010,1,5,1,0,0,0,0,0,0,0,0
"N2.31","WC5",2010,1,7,1,0,0,0,0,0,0,0,0
"N2.31","WC5",2010,1,9,1,0,0,0,0,0,0,0,0
"N2.31","WC5",2010,2,2,1,0,0,0,0,0,0,0,0
