Tree ID,Q,C,Litter,Rocks > 3cm_,Rocks < 3cm_,Shrubs,Grass,Branches
1SA,Q3,A1,100.0,0.0,0.0,0.0,0.0,0.0
1SA,Q3,A2,100.0,0.0,0.0,0.0,0.0,0.0
1SA,Q3,A3,100.0,0.0,0.0,0.0,0.0,0.0
1SA,Q3,B1,100.0,0.0,0.0,0.0,0.0,0.0
1SA,Q3,B2,100.0,0.0,0.0,0.0,0.0,0.0
1SA,Q3,B3,100.0,0.0,0.0,0.0,0.0,0.0
1SA,Q3,C1,100.0,0.0,0.0,0.0,0.0,0.0
1SA,Q3,C2,100.0,0.0,0.0,0.0,0.0,0.0
1SA,Q3,C3,100.0,0.0,0.0,0.0,0.0,0.0
1SA % cover,,,86.85,13.15,0.00,0.00,0.00,0.00
2RA,Q1,A1,93.0,7.0,0.0,0.0,0.0,0.0
2RA,Q1,A2,95.0,5.0,0.0,0.0,0.0,0.0
2RA,Q1,A3,100.0,0.0,0.0,0.0,0.0,0.0
2RA,Q1,B1,94.0,6.0,0.0,0.0,0.0,0.0
2RA,Q1,B2,95.0,5.0,0.0,0.0,0.0,0.0
2RA,Q1,B3,97.0,3.0,0.0,0.0,0.0,0.0
2RA,Q1,C1,20.0,80.0,0.0,0.0,0.0,0.0
2RA,Q1,C2,95.0,5.0,0.0,0.0,0.0,0.0
2RA,Q1,C3,100.0,0.0,0.0,0.0,0.0,0.0
2RA,Q2,A1,95.0,5.0,0.0,0.0,0.0,0.0
2RA,Q2,A2,99.0,1.0,0.0,0.0,0.0,0.0
2RA,Q2,A3,95.0,5.0,0.0,0.0,0.0,0.0
2RA,Q2,B1,70.0,30.0,0.0,0.0,0.0,0.0
2RA,Q2,B2,100.0,0.0,0.0,0.0,0.0,0.0
2RA,Q2,B3,70.0,30.0,0.0,0.0,0.0,0.0
2RA,Q2,C1,95.0,5.0,0.0,0.0,0.0,0.0
2RA,Q2,C2,90.0,10.0,0.0,0.0,0.0,0.0
2RA,Q2,C3,95.0,5.0,0.0,0.0,0.0,0.0
2RA,Q3,A1,25.0,20.0,55.0,0.0,0.0,0.0
2RA,Q3,A2,40.0,25.0,35.0,0.0,0.0,0.0
2RA,Q3,A3,60.0,10.0,30.0,0.0,0.0,0.0
2RA,Q3,B1,30.0,40.0,30.0,0.0,0.0,0.0
2RA,Q3,B2,50.0,15.0,35.0,0.0,0.0,0.0
2RA,Q3,B3,40.0,25.0,35.0,0.0,0.0,0.0
2RA,Q3,C1,50.0,5.0,45.0,0.0,0.0,0.0
2RA,Q3,C2,50.0,5.0,45.0,0.0,0.0,0.0
2RA,Q3,C3,88.0,7.0,5.0,0.0,0.0,0.0
2RA % cover,,,75.22,13.11,11.67,0.00,0.00,0.00
2SA,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q1,A2,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q1,A3,93.0,7.0,0.0,0.0,0.0,0.0
2SA,Q1,B1,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q1,B2,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q1,B3,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q1,C1,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q1,C2,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q1,C3,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q2,A1,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q2,A2,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q2,A3,65.0,35.0,0.0,0.0,0.0,0.0
2SA,Q2,B1,85.0,15.0,0.0,0.0,0.0,0.0
2SA,Q2,B2,95.0,5.0,0.0,0.0,0.0,0.0
2SA,Q2,B3,75.0,25.0,0.0,0.0,0.0,0.0
2SA,Q2,C1,85.0,15.0,0.0,0.0,0.0,0.0
2SA,Q2,C2,94.0,6.0,0.0,0.0,0.0,0.0
2SA,Q2,C3,80.0,20.0,0.0,0.0,0.0,0.0
2SA,Q3,A1,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q3,A2,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q3,A3,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q3,B1,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q3,B2,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q3,B3,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q3,C1,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q3,C2,100.0,0.0,0.0,0.0,0.0,0.0
2SA,Q3,C3,100.0,0.0,0.0,0.0,0.0,0.0
2SA % cover,,,95.26,4.74,0.00,0.00,0.00,0.00
2SD,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q1,A2,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q1,A3,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q1,B1,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q1,B2,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q1,B3,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q1,C1,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q1,C2,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q1,C3,50.0,0.0,50.0,0.0,0.0,0.0
2SD,Q2,A1,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q2,A2,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q2,A3,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q2,B1,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q2,B2,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q2,B3,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q2,C1,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q2,C2,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q2,C3,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q3,A1,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q3,A2,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q3,A3,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q3,B1,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q3,B2,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q3,B3,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q3,C1,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q3,C2,100.0,0.0,0.0,0.0,0.0,0.0
2SD,Q3,C3,100.0,0.0,0.0,0.0,0.0,0.0
2SD % cover,,,98.15,0.00,1.85,0.00,0.00,0.00
3RA,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q1,A2,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q1,A3,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q1,B1,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q1,B2,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q1,B3,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q1,C1,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q1,C2,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q1,C3,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q2,A1,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q2,A2,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q2,A3,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q2,B1,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q2,B2,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q2,B3,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q2,C1,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q2,C2,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q2,C3,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q3,A1,25.0,75.0,0.0,0.0,0.0,0.0
3RA,Q3,A2,55.0,45.0,0.0,0.0,0.0,0.0
3RA,Q3,A3,70.0,30.0,0.0,0.0,0.0,0.0
3RA,Q3,B1,60.0,40.0,0.0,0.0,0.0,0.0
3RA,Q3,B2,35.0,65.0,0.0,0.0,0.0,0.0
3RA,Q3,B3,100.0,0.0,0.0,0.0,0.0,0.0
3RA,Q3,C1,85.0,15.0,0.0,0.0,0.0,0.0
3RA,Q3,C2,93.0,7.0,0.0,0.0,0.0,0.0
3RA,Q3,C3,100.0,0.0,0.0,0.0,0.0,0.0
3RA % cover,,,89.74,10.26,0.00,0.00,0.00,0.00
3SA,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q1,A2,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q1,A3,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q1,B1,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q1,B2,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q1,B3,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q1,C1,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q1,C2,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q1,C3,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q2,A1,93.0,7.0,0.0,0.0,0.0,0.0
3SA,Q2,A2,92.0,8.0,0.0,0.0,0.0,0.0
3SA,Q2,A3,90.0,10.0,0.0,0.0,0.0,0.0
3SA,Q2,B1,90.0,10.0,0.0,0.0,0.0,0.0
3SA,Q2,B2,75.0,25.0,0.0,0.0,0.0,0.0
3SA,Q2,B3,98.0,2.0,0.0,0.0,0.0,0.0
3SA,Q2,C1,15.0,85.0,0.0,0.0,0.0,0.0
3SA,Q2,C2,20.0,80.0,0.0,0.0,0.0,0.0
3SA,Q2,C3,85.0,15.0,0.0,0.0,0.0,0.0
3SA,Q3,A1,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q3,A2,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q3,A3,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q3,B1,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q3,B2,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q3,B3,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q3,C1,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q3,C2,100.0,0.0,0.0,0.0,0.0,0.0
3SA,Q3,C3,100.0,0.0,0.0,0.0,0.0,0.0
3SA % cover,,,91.04,8.96,0.00,0.00,0.00,0.00
3SD,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q1,A2,95.0,5.0,0.0,0.0,0.0,0.0
3SD,Q1,A3,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q1,B1,65.0,35.0,0.0,0.0,0.0,0.0
3SD,Q1,B2,25.0,75.0,0.0,0.0,0.0,0.0
3SD,Q1,B3,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q1,C1,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q1,C2,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q1,C3,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q2,A1,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q2,A2,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q2,A3,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q2,B1,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q2,B2,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q2,B3,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q2,C1,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q2,C2,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q2,C3,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q3,A1,60.0,40.0,0.0,0.0,0.0,0.0
3SD,Q3,A2,65.0,35.0,0.0,0.0,0.0,0.0
3SD,Q3,A3,100.0,0.0,0.0,0.0,0.0,0.0
3SD,Q3,B1,10.0,90.0,0.0,0.0,0.0,0.0
3SD,Q3,B2,20.0,80.0,0.0,0.0,0.0,0.0
3SD,Q3,B3,60.0,40.0,0.0,0.0,0.0,0.0
3SD,Q3,C1,75.0,25.0,0.0,0.0,0.0,0.0
3SD,Q3,C2,60.0,40.0,0.0,0.0,0.0,0.0
3SD,Q3,C3,80.0,20.0,0.0,0.0,0.0,0.0
3SD % cover,,,82.04,17.96,0.00,0.00,0.00,0.00
4RA,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q1,A2,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q1,A3,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q1,B1,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q1,B2,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q1,B3,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q1,C1,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q1,C2,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q1,C3,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q2,A1,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q2,A2,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q2,A3,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q2,B1,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q2,B2,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q2,B3,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q2,C1,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q2,C2,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q2,C3,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q3,A1,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q3,A2,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q3,A3,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q3,B1,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q3,B2,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q3,B3,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q3,C1,75.0,0.0,0.0,25.0,0.0,0.0
4RA,Q3,C2,100.0,0.0,0.0,0.0,0.0,0.0
4RA,Q3,C3,100.0,0.0,0.0,0.0,0.0,0.0
4RA % cover,,,99.07,0.00,0.00,0.93,0.00,0.00
4RD,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q1,A2,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q1,A3,50.0,50.0,0.0,0.0,0.0,0.0
4RD,Q1,B1,90.0,10.0,0.0,0.0,0.0,0.0
4RD,Q1,B2,65.0,35.0,0.0,0.0,0.0,0.0
4RD,Q1,B3,45.0,55.0,0.0,0.0,0.0,0.0
4RD,Q1,C1,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q1,C2,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q1,C3,95.0,5.0,0.0,0.0,0.0,0.0
4RD,Q2,A1,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q2,A2,90.0,0.0,0.0,10.0,0.0,0.0
4RD,Q2,A3,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q2,B1,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q2,B2,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q2,B3,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q2,C1,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q2,C2,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q2,C3,100.0,0.0,0.0,0.0,0.0,0.0
4RD,Q3,A1,45.0,55.0,0.0,0.0,0.0,0.0
4RD,Q3,A2,70.0,30.0,0.0,0.0,0.0,0.0
4RD,Q3,A3,25.0,75.0,0.0,0.0,0.0,0.0
4RD,Q3,B1,10.0,90.0,0.0,0.0,0.0,0.0
4RD,Q3,B2,30.0,70.0,0.0,0.0,0.0,0.0
4RD,Q3,B3,20.0,80.0,0.0,0.0,0.0,0.0
4RD,Q3,C1,30.0,70.0,0.0,0.0,0.0,0.0
4RD,Q3,C2,30.0,70.0,0.0,0.0,0.0,0.0
4RD,Q3,C3,40.0,60.0,0.0,0.0,0.0,0.0
4RD % cover,,,71.67,27.96,0.00,0.37,0.00,0.00
4SA,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q1,A2,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q1,A3,90.0,10.0,0.0,0.0,0.0,0.0
4SA,Q1,B1,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q1,B2,99.0,1.0,0.0,0.0,0.0,0.0
4SA,Q1,B3,80.0,20.0,0.0,0.0,0.0,0.0
4SA,Q1,C1,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q1,C2,98.0,2.0,0.0,0.0,0.0,0.0
4SA,Q1,C3,85.0,15.0,0.0,0.0,0.0,0.0
4SA,Q2,A1,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q2,A2,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q2,A3,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q2,B1,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q2,B2,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q2,B3,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q2,C1,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q2,C2,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q2,C3,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q3,A1,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q3,A2,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q3,A3,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q3,B1,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q3,B2,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q3,B3,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q3,C1,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q3,C2,100.0,0.0,0.0,0.0,0.0,0.0
4SA,Q3,C3,100.0,0.0,0.0,0.0,0.0,0.0
4SA % cover,,,98.22,1.78,0.00,0.00,0.00,0.00
4SD,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q1,A2,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q1,A3,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q1,B1,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q1,B2,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q1,B3,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q1,C1,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q1,C2,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q1,C3,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q2,A1,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q2,A2,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q2,A3,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q2,B1,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q2,B2,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q2,B3,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q2,C1,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q2,C2,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q2,C3,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q3,A1,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q3,A2,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q3,A3,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q3,B1,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q3,B2,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q3,B3,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q3,C1,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q3,C2,100.0,0.0,0.0,0.0,0.0,0.0
4SD,Q3,C3,100.0,0.0,0.0,0.0,0.0,0.0
4SD % cover,,,100.00,0.00,0.00,0.00,0.00,0.00
5RA,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q1,A2,95.0,5.0,0.0,0.0,0.0,0.0
5RA,Q1,A3,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q1,B1,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q1,B2,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q1,B3,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q1,C1,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q1,C2,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q1,C3,50.0,0.0,0.0,50.0,0.0,0.0
5RA,Q2,A1,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q2,A2,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q2,A3,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q2,B1,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q2,B2,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q2,B3,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q2,C1,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q2,C2,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q2,C3,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q3,A1,99.0,1.0,0.0,0.0,0.0,0.0
5RA,Q3,A2,94.0,6.0,0.0,0.0,0.0,0.0
5RA,Q3,A3,97.0,3.0,0.0,0.0,0.0,0.0
5RA,Q3,B1,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q3,B2,100.0,0.0,0.0,0.0,0.0,0.0
5RA,Q3,B3,95.0,5.0,0.0,0.0,0.0,0.0
5RA,Q3,C1,75.0,25.0,0.0,0.0,0.0,0.0
5RA,Q3,C2,94.0,6.0,0.0,0.0,0.0,0.0
5RA,Q3,C3,100.0,0.0,0.0,0.0,0.0,0.0
5RA % cover,,,96.26,1.89,0.00,1.85,0.00,0.00
5SA,Q1,A1,100.0,0.0,0.0,0.0,0.0,0.0
5SA,Q1,A2,100.0,0.0,0.0,0.0,0.0,0.0
5SA,Q1,A3,35.0,20.0,0.0,0.0,0.0,45.0
5SA,Q1,B1,85.0,15.0,0.0,0.0,0.0,0.0
5SA,Q1,B2,60.0,40.0,0.0,0.0,0.0,0.0
5SA,Q1,B3,45.0,25.0,0.0,0.0,0.0,30.0
5SA,Q1,C1,40.0,60.0,0.0,0.0,0.0,0.0
5SA,Q1,C2,90.0,10.0,0.0,0.0,0.0,0.0
