"leaf.type","tree","geno","shoot","leaf","leaves","pb.upper","pb.lower","pb.hole","pb.woody","pb.woody.pred","pb.abort","pb.pred","chew.edge","chew.holes","scrape","fish.eye","tip.miner","edge.miner","mid.miner","fungal","chomp","pinch","thrips","edge.fold","tier","mite"
"live","np2.13",1007,4,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.13",1007,4,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.13",1007,4,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.13",1007,4,5,50,,,,,,,,,,,,,,,1,,,1,,,
"live","np2.13",1007,5,1,50,,,1,,,,,,,1,,,,,,,,1,,,
"live","np2.13",1007,5,2,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.13",1007,5,3,50,,,,,,,,,,1,,,,,,,,1,,,
"live","np2.13",1007,5,4,50,,,1,,,,,,,1,,,,,,,,1,,,
"live","np2.13",1007,5,5,50,,,1,,,,,,,1,,,,,1,,,,,,
"live","np2.13",1007,6,1,50,,,,,,,,1,,,,,,,,,,1,,,
"live","np2.13",1007,6,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,6,3,50,,,,,,,,,,1,,,,,,,,1,,,
"live","np2.13",1007,6,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,6,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,7,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.13",1007,7,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.13",1007,7,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.13",1007,7,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,7,5,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.13",1007,8,1,50,,,,,,,,,,,,,,,,,,1,,,
"live","np2.13",1007,8,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,8,3,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np2.13",1007,8,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,8,5,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.13",1007,9,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,9,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,9,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,9,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,9,5,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np2.13",1007,10,1,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.13",1007,10,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,10,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.13",1007,10,4,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.13",1007,10,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.21",1000,1,1,50,,,,,,,,,1,,,,,,,,,,,,
"live","np2.21",1000,1,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,1,3,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np2.21",1000,1,4,50,1,,,,,,,1,,,,,,,1,,,,,,
"live","np2.21",1000,1,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.21",1000,2,1,50,,,,,,,,,,,,,,,,,,1,,,
"live","np2.21",1000,2,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.21",1000,2,3,50,,,,,,,,,,1,,,,,,,1,,,,
"live","np2.21",1000,2,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,2,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,3,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,3,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,3,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,3,4,50,1,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,3,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,4,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.21",1000,4,2,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.21",1000,4,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,4,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,4,5,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.21",1000,5,1,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.21",1000,5,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,5,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.21",1000,5,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.21",1000,5,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.21",1000,6,1,50,,,,,,,,,,,,1,,,,,,,,,
"live","np2.21",1000,6,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.21",1000,6,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,6,4,50,,,,,,,,,,,,,1,,,,,,,,
"live","np2.21",1000,6,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,7,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.21",1000,7,2,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.21",1000,7,3,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.21",1000,7,4,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.21",1000,7,5,50,1,,,,,,,,,1,,,,,,,1,,,,
"live","np2.21",1000,8,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.21",1000,8,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.21",1000,8,3,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np2.21",1000,8,4,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.21",1000,8,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,9,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,9,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,9,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,9,4,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.21",1000,9,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,10,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.21",1000,10,2,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.21",1000,10,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.21",1000,10,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.21",1000,10,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,1,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.36",11,1,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.36",11,1,3,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np4.36",11,1,4,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np4.36",11,1,5,50,2,,,,,,,,1,,,,,,,,,,,,
"live","np4.36",11,2,1,50,,,,,,,,,1,,,,,,,,,,,,
"live","np4.36",11,2,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,2,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.36",11,2,4,50,,,,,,1,,,,,,,,,1,,,,,,
"live","np4.36",11,2,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,3,1,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np4.36",11,3,2,50,1,,1,,,,,,,,,,,,,,,,,,
"live","np4.36",11,3,3,50,1,,,,,,,,1,,,,1,,1,,,,,,
"live","np4.36",11,3,4,50,,,,,,,,,,,,,,,,1,,,,,
"live","np4.36",11,3,5,50,,,,,,,,,,,,,,,,1,,,,,
"live","np4.36",11,4,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.36",11,4,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.36",11,4,3,50,,,,,,,,1,,,,,,,,,1,,,,
"live","np4.36",11,4,4,50,,,,,,,,1,,,,,,1,1,,,,,,
"live","np4.36",11,4,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.36",11,5,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,5,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,5,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,5,4,50,,,,,,,,,1,,,,,,1,1,,,,,
"live","np4.36",11,5,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.36",11,6,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.36",11,6,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.36",11,6,3,50,1,,,,,,,1,,,,,,,1,,,,,,
"live","np4.36",11,6,4,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.36",11,6,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.36",11,7,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.36",11,7,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,7,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.36",11,7,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,7,5,50,,,,,,,,,,,,,1,,1,,,,,1,
"live","np4.36",11,8,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,8,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.36",11,8,3,50,,,,,,,,,,,,,,,,1,,,,,
"live","np4.36",11,8,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.36",11,8,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.36",11,9,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.36",11,9,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.36",11,9,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,9,4,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.36",11,9,5,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np4.36",11,10,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.36",11,10,2,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.36",11,10,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.36",11,10,4,50,,,,,,1,,,,1,,,,,1,,,,,,
"live","np4.36",11,10,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.07",1000,1,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,1,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.07",1000,1,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,1,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,1,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,2,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,2,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,2,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,2,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,2,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,3,1,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np2.07",1000,3,2,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np2.07",1000,3,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,3,4,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np2.07",1000,3,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,4,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.07",1000,4,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,4,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,4,4,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np2.07",1000,4,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.07",1000,5,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,5,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.07",1000,5,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,5,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.07",1000,5,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,6,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,6,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,6,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.07",1000,6,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,6,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,7,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.07",1000,7,2,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np2.07",1000,7,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.07",1000,7,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,7,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,8,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,8,2,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np2.07",1000,8,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.07",1000,8,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,8,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,9,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.07",1000,9,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.07",1000,9,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.07",1000,9,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.07",1000,9,5,50,,,,,,,,1,1,,,,,,,,,,,,
"live","np2.07",1000,10,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.07",1000,10,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.07",1000,10,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.07",1000,10,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.07",1000,10,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,1,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,1,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,1,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,1,4,50,,,,,,,,,,,,,,1,,,,,,,
"live","np2.31",11,1,5,50,,,,,,,,,1,,,,,,,,,,,,
"live","np2.31",11,2,1,50,,,,,,,,,,1,,,,,,1,,,,,
"live","np2.31",11,2,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,2,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.31",11,2,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,2,5,50,,,,,,,,1,,,,,,,,1,,,,,
"live","np2.31",11,3,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.31",11,3,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,3,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,3,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,3,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np2.31",11,4,1,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np2.31",11,4,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,4,3,50,,,,,,,,,,1,,,,,1,1,,,,,
"live","np2.31",11,4,4,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.31",11,4,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np2.31",11,5,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.31",11,5,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,5,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.31",11,5,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,5,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,6,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,6,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.31",11,6,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,6,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,6,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.31",11,7,1,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np2.31",11,7,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,7,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.31",11,7,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,7,5,50,,,,,,,,,,,,,,1,1,1,,,,,
"live","np2.31",11,8,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,8,2,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.31",11,8,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,8,4,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np2.31",11,8,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np2.31",11,9,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,9,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,9,3,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np2.31",11,9,4,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np2.31",11,9,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,10,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,10,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.31",11,10,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,10,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.31",11,10,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.34",1000,1,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.34",1000,1,2,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.34",1000,1,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.34",1000,1,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.34",1000,1,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.34",1000,2,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.34",1000,2,2,50,,,,,,,,,,,,,,,1,,,1,,,
"live","np2.34",1000,2,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,2,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,2,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.34",1000,3,1,50,,,,,,,,,,,,,,1,1,,,,,,
"live","np2.34",1000,3,2,50,,,,,,,,,1,,,,,,,,,,,,
"live","np2.34",1000,3,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.34",1000,3,4,50,,,,,,,,1,1,,,,,,,,,,,,
"live","np2.34",1000,3,5,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.34",1000,4,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,4,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.34",1000,4,3,50,,,,,,,,,,,,,,,,1,,,,,
"live","np2.34",1000,4,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,4,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,5,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.34",1000,5,2,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.34",1000,5,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.34",1000,5,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,5,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.34",1000,6,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.34",1000,6,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.34",1000,6,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,6,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,6,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,7,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.34",1000,7,2,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.34",1000,7,3,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np2.34",1000,7,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,7,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,8,1,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np2.34",1000,8,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np2.34",1000,8,3,50,,,,,,,,,1,,,,,,,,,,,,
"live","np2.34",1000,8,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,8,5,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np2.34",1000,9,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,9,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,9,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,9,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,9,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,10,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,10,2,50,,,,,,,,,,1,,,,,,,,,,,
"live","np2.34",1000,10,3,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np2.34",1000,10,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.34",1000,10,5,50,,,,,,,,,,1,,,,,,,,,,,
"live","np6.19","T6",1,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",1,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",1,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",1,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",1,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np6.19","T6",2,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np6.19","T6",2,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",2,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",2,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",2,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",3,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",3,2,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np6.19","T6",3,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",3,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",3,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np6.19","T6",4,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",4,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",4,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",4,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",4,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",5,1,50,,,,,,,,,,,,,,,,1,,,,,
"live","np6.19","T6",5,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",5,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",5,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",5,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np6.19","T6",6,1,50,,,,,,,,,,,,,,,,1,,,,,
"live","np6.19","T6",6,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",6,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np6.19","T6",6,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",6,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",7,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",7,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",7,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np6.19","T6",7,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",7,5,50,1,,,,,,,1,,1,,,,,1,,,,,,
"live","np6.19","T6",8,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np6.19","T6",8,2,50,,,,,,,,,,1,,,,,,,,,,,
"live","np6.19","T6",8,3,50,,,,,,,,1,1,1,,,,,1,,,,,,
"live","np6.19","T6",8,4,50,,,,,,,,1,1,,,,,,1,,,,,,
"live","np6.19","T6",8,5,50,,,,,,,,1,1,,,,,,1,,,,,,
"live","np6.19","T6",9,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",9,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np6.19","T6",9,3,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np6.19","T6",9,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np6.19","T6",9,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",10,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np6.19","T6",10,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np6.19","T6",10,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",10,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np6.19","T6",10,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",1,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.18","T6",1,2,50,,,,,,,1,,,,,,,,,,,,,,
"live","np4.18","T6",1,3,50,,,,,,,,,1,1,,,,,,,,,,,
"live","np4.18","T6",1,4,50,,,,,,,,,,,,,,,,,1,,,,
"live","np4.18","T6",1,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",2,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",2,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",2,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.18","T6",2,4,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np4.18","T6",2,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",3,1,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.18","T6",3,2,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.18","T6",3,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.18","T6",3,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",3,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",4,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",4,2,50,,,,,,,,,,,,,,,,,,1,,,
"live","np4.18","T6",4,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.18","T6",4,4,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.18","T6",4,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",5,1,50,,,,,,,,,,,,," ",,,,,,,,
"live","np4.18","T6",5,2,50,,,,,,,,,1,,,,,,,,,,,,
"live","np4.18","T6",5,3,50,,,,,,,,,,1,,,,,,,,,,,
